trabalhoCompletoEmCongresso	Igor Scaliante Wiese	2012	http://dx.doi.org/10.1109/RSSE.2012.6233413	Recommending mentors to software project newcomers	2012 Third International Workshop on Recommendation Systems for Software Engineering (RSSE)	STEINMACHER, IGOR ; WIESE, Igor Scaliante ; GEROSA, Marco Aurelio	Qualis nao identificado	2012 Third International Workshop on Recommendation Systems for Software Engineering (RSSE)
trabalhoCompletoEmCongresso	Igor Scaliante Wiese	2012	http://dx.doi.org/10.1109/ICGSEW.2012.9	An Extensible Service for Experts Recommendation on Distributed Software Development Projects	2012 Seventh IEEE International Conference on Global Software Engineering Workshop (ICGSEW)	SILVA, José Teodoro ; GEROSA, Marco Aurelio ; WIESE, Igor Scaliante ; RÉ, Reginaldo ; STEINMACHER, I.	B2	IEEE International Conference on Global Software Engineering
artigoEmPeriodico	Ivanilton Polato	2014	http://dx.doi.org/10.1016/j.jnca.2014.07.022	A comprehensive view of Hadoop research-A systematic literature review	Journal of Network and Computer Applications	Polato, Ivanilton ; RÉ, REGINALDO ; GOLDMAN, ALFREDO ; KON, FABIO	B1	
trabalhoCompletoEmCongresso	Ivanilton Polato	2012	http://dx.doi.org/10.1109/SBSC.2012.18	May Social Behavior Reveal Preferences on Different Contexts? Recommending Movie Titles Based on Tweets	2012 Brazilian Symposium on Collaborative Systems (SBSC)	BORSATO, FRANK HELBERT ; Polato, Ivanilton	B4	SBSC
trabalhoCompletoEmCongresso	Juliano Henrique Foleiss	2014		Efficient Instrumentation Profiling Strategy for Translation Unit Incremental Discovery in Dynamic Binary Translation	XXXIII International Conference of the Chilean Computer Science Society	FOLEISS, J. H. ; HUBNER, R. ; Gonçalves, R. A. ; SILVA, A. F.	B3	International Conference of the Chilean Computer Science Society
trabalhoCompletoEmCongresso	Juliano Henrique Foleiss	2014		Development and Evaluation of PLH-Env: a Implicit Parallel Execution Environment	XXXIII International Conference of the Chilean Computer Science Society	HUBNER, R. ; FOLEISS, J. H. ; Gonçalves, R. A. ; SILVA, A. F.	B3	International Conference of the Chilean Computer Science Society
trabalhoCompletoEmCongresso	Juliano Henrique Foleiss	2012		Maximizando os Recursos Computacionais com um Ambiente de Execução Baseado Estritamente em Tarefas	XI Workshop em Desempenho de Sistemas Computacionais e de Comunicação	HUBNER, R. ; FOLEISS, J. H. ; DAMATO, A. L. T. ; SILVA, A. F.	B5	Workshop em Desempenho de Sistemas Computacionais e de Comunicação
trabalhoCompletoEmCongresso	Juliano Henrique Foleiss	2012		The UNB-RISC16 Object File Format	XXXI International Conference of the Chilean Computer Science Society	DAMATO, A. L. T. ; FOLEISS, J. H. ; Ruiz, L. B. ; HUBNER, R. ; SILVA, A. F.	B3	International Conference of the Chilean Computer Science Society
trabalhoCompletoEmCongresso	Juliano Henrique Foleiss	2012		Dynamic Binary Translation: a Model-Driven Approach	XXXI International Conference of the Chilean Computer Science Society	FOLEISS, J. H. ; DAMATO, A. L. T. ; SILVA, A. F.	B3	International Conference of the Chilean Computer Science Society
resumoExpandidoEmCongresso	Juliano Henrique Foleiss	2014	Uma Alternativa Robusta, Rápida e Gratuíta para Pesquisadores que Utilizam MATLAB	IV Ciclo de Palestras: Perspectivas Matemáticas, 2014, Campo Mourão. Ciclo de Palestras: Perspectivas Matemáticas	SILVA, W. M. ; ROSSINI, F. L. ; LOBEIRO, A. M. ; FOLEISS, J. H. ; HUBNER, R.	Qualis nao identificado	IV Ciclo de Palestras: Perspectivas Matemáticas, 2014, Campo Mourão. Ciclo de Palestras: Perspectivas Matemáticas
trabalhoCompletoEmCongresso	Luiz Arthur Feitosa dos Santos	2012		Análise de Mensagens de Segurança Postadas no Twitter	Simpósio Brasileiro de Sistemas Colaborativos	CAMPIOLO, R. ; BATISTA, D. M. ; GEROSA, M. A. ; SANTOS, L. A. F.	B4	
resumoExpandidoEmCongresso	Luiz Arthur Feitosa dos Santos	2014	Uma Arquitetura Autonômica para Detecção e Reação a Ameaças de Segurança em Redes de Computadores	SBRC 2014 - Wosida, 2014, Florianópolis. Wosida 2014	BATISTA, D. M. ; CAMPIOLO, R. ; SANTOS, L. A. F.	Qualis nao identificado	SBRC 2014 - Wosida, 2014, Florianópolis. Wosida 2014
artigoEmPeriodico	Marco Aurélio Graciotto Silva	2013	http://dx.doi.org/10.1016/j.jss.2012.10.012	A Scoping Study on the 25 Years of Research into Software Testing in Brazil and an Outlook on the Future of the Area	The Journal of Systems and Software	Vinícius H. S. Durelli ; Rodrigo F. Araujo ; GRACIOTTO SILVA, M. A. ; Rafael A. P. Oliveira ; MALDONADO, J. C. ; DELAMARO, M. E.	A2	
trabalhoCompletoEmCongresso	Marco Aurélio Graciotto Silva	2014		Barriers Faced by Newcomers to Open Source Projects: A Systematic Review	The 10th IFIP WG 2.13 International Conference on Open Source Systems	STEINMACHER, Igor ; GRACIOTTO SILVA, M. A. ; GEROSA, Marco Aurelio	B2	International Conference on Open Source Systems
trabalhoCompletoEmCongresso	Marco Aurélio Graciotto Silva	2014		Padrões de Socialização de Novatos em Projetos de Software Livre	XV Workshop Internacional de Software Livre	MACIEL, A. C. ; STEINMACHER, I. F. ; GRACIOTTO SILVA, M. A.	Qualis nao identificado	XV Workshop Internacional de Software Livre
trabalhoCompletoEmCongresso	Marco Aurélio Graciotto Silva	2014		Competições de programação como instrumento para formação e aperfeiçoamento em Informática	4º Seminário de Extensão e Inovação da UTFPR	DINIZ, G. C. ; RIGHETTO, G. ; GRACIOTTO SILVA, M. A.	Qualis nao identificado	4º Seminário de Extensão e Inovação da UTFPR
trabalhoCompletoEmCongresso	Marco Aurélio Graciotto Silva	2013		Tópicos de pesquisa e rede de coautoria no Simpósio Brasileiro de Sistemas Colaborativos	X Simpósio Brasileiro de Sistemas Colaborativos	STEINMACHER, Igor ; GRACIOTTO SILVA, M. A. ; COGO, Filipe R. ; CHAVES, Ana Paula ; GEROSA, Marco Aurelio	B4	Simpósio Brasileiro de Sistemas Colaborativos
resumoExpandidoEmCongresso	Marco Aurélio Graciotto Silva	2013	Padrões de Socialização de Novatos em Projetos de Software Livre	XXI Simpósio Internacional de Iniciação Científica da USP, 2013, São Carlos/SP. XXI Simpósio Internacional de Iniciação Científica da USP	MACIEL, A. C. ; GRACIOTTO SILVA, M. A.	Qualis nao identificado	XXI Simpósio Internacional de Iniciação Científica da USP, 2013, São Carlos/SP. XXI Simpósio Internacional de Iniciação Científica da USP
trabalhoCompletoEmCongresso	Marcos Silvano Almeida	2014		A Systematic Review of Game Design Methods and Tools	ICEC 2013 - XII International Conference on Entertainment Computing	ALMEIDA, Marcos Silvano ; SILVA, F. S. C.	Qualis nao identificado	ICEC 2013 - XII International Conference on Entertainment Computing
trabalhoCompletoEmCongresso	Marcos Silvano Almeida	2013		Requirements for game design tools	SBGames 2013 - XII Simpósio Brasileiro de Jogos e Entretenimento Digital	ALMEIDA, Marcos Silvano ; SILVA, F. S. C.	B4	Simpósio Brasileiro de Jogos e Entretenimento Digital
trabalhoCompletoEmCongresso	Marcos Silvano Almeida	2013		Towards a Library of Game Components	SBGames 2013 - XII Simpósio Brasileiro de Jogos e Entretenimento Digital	ALMEIDA, Marcos Silvano ; SILVA, F. S. C.	B4	Simpósio Brasileiro de Jogos e Entretenimento Digital
trabalhoCompletoEmCongresso	Marcos Silvano Almeida	2013		Towards a Game Design Patterns Suggestion Tool	SBGames 2013 - XII Simpósio Brasileiro de Jogos e Entretenimento Digital	ALMEIDA, Marcos Silvano ; SILVA, F. S. C.	B4	Simpósio Brasileiro de Jogos e Entretenimento Digital
artigoEmPeriodico	Radames Juliano Halmeman	2013		Dependência Espacial de Atributos Diagnósticos para Delimitação de Classes de Solos.	Geociências (São Paulo. Online)	SILVA, A. F. ; HALMEMAN, Radames Juliano ; ZIMBACK, C. R. L.	Qualis nao identificado	Geociências (São Paulo. Online)
artigoEmPeriodico	Radames Juliano Halmeman	2013		Análise estatística de parâmetros elétricos em usinas sucroalcoleiras do centro-oeste paulista	Energia na Agricultura (UNESP. Botucatu. Impresso)	Halmeman, M.C.R ; GABRIEL FILHO, L. R. A. ; SERAPHIM, O. J. ; PEREA, L. A. ; HALMEMAN, Radames Juliano	Qualis nao identificado	Energia na Agricultura (UNESP. Botucatu. Impresso)
artigoEmPeriodico	Radames Juliano Halmeman	2012		Matriz energética brasileira: uma reflexão sobre a situação atual e possíveis riscos de apagões	Bioenergia em Revista: Diálogos	HALMEMAN, Radames Juliano ; Rodrigues, S.A.	Qualis nao identificado	Bioenergia em Revista: Diálogos
artigoEmPeriodico	Rafael Liberato Roberto	2014	http://dx.doi.org/10.5329/resi.2014.1302005	HISTORICAL ANALYSIS OF MESSAGE CONTENTS TO RECOMMEND ISSUES TO OPEN SOURCE SOFTWARE CONTRIBUTORS	RESI : Revista Eletrônica de Sistemas de Informação	STEINMACHER, Igor Fábio ; WIESE, Igor Scaliante ; SCHWERZ, André Luís ; ROBERTO, Rafael Liberato ; FERREIRA, João Eduardo ; GEROSA, Marco Aurélio	B4	
trabalhoCompletoEmCongresso	Rafael Liberato Roberto	2014		Gerenciador de Dados Compartilhados entre Processos de Negócio: Data-Control process para WED-tool	VIII Workshop Brasileiro em Gestão de Processos de Negócios	ROBERTO, Rafael Liberato ; SCHWERZ, André Luís ; TAKAI, Osvaldo Kotaro ; FERREIRA, João Eduardo	B5	Workshop Brasileiro de Gestão de Processos de Negócio
trabalhoCompletoEmCongresso	Rafael Liberato Roberto	2013		Predizendo a Participação de Desenvolvedores em Discussões em Projetos de Software Livre	XIV Workshop de Software Livre (WSL 2013)	SCHWERZ, André Luís ; ROBERTO, Rafael Liberato ; WIESE, Igor Scaliante ; STEINMACHER, Igor Fábio ; GEROSA, Marco Aurélio ; FERREIRA, João Eduardo	Qualis nao identificado	XIV Workshop de Software Livre (WSL 2013)
trabalhoCompletoEmCongresso	Rafael Liberato Roberto	2012	http://dx.doi.org/10.1109/SBSC.2012.27	Prediction of Developer Participation in Issues of Open Source Projects	2012 Brazilian Symposium on Collaborative Systems (SBSC)	SCHWERZ, ANDRE LUIS ; ROBERTO, Rafael Liberato ; WIESE, Igor Scaliante ; STEINMACHER, Igor Fábio ; GEROSA, Marco Aurélio ; FERREIRA, João Eduardo	B4	SBSC
artigoEmPeriodico	Reginaldo Ré	2014		Comparing communication and development networks for predicting file change proneness: An exploratory study considering process and social metrics	Electronic Communications of the EASST	WIESE, IGOR S. ; NASSIF JUNIOR, D. ; RÉ, Reginaldo ; STEINMACHER, IGOR ; GEROSA, Marco Aurelio	B2	
artigoEmPeriodico	Reginaldo Ré	2014	http://dx.doi.org/10.1016/j.jnca.2014.07.022	A comprehensive view of Hadoop research-A systematic literature review	Journal of Network and Computer Applications	Polato, Ivanilton ; RÉ, REGINALDO ; GOLDMAN, ALFREDO ; KON, FABIO	B1	
trabalhoCompletoEmCongresso	Reginaldo Ré	2014	http://dx.doi.org/10.1007/978-3-319-10166-8_27	Using Structural Holes Metrics from Communication Networks to Predict Change Dependencies	International Conference on Collaboration and Technology (CRIWG 2014)	WIESE, Igor Scaliante ; KURODA, R. T. ; NASSIF JUNIOR, D. ; RÉ, Reginaldo ; OLIVA, G. A. ; GEROSA, Marco Aurelio	B1	CRIWG
trabalhoCompletoEmCongresso	Reginaldo Ré	2013		Uma abordagem para classificação de construção de software utilizando redes de comunicação e cooperação	Workshop de Manutenção de Software Moderna/Simpósio Brasileiro de Qualidade de Software	FONTOURA, VIdal Daniel ; WIESE, Igor Scaliante ; STEINMACHER, IGOR ; RÉ, Reginaldo ; SILVA, José Teodoro ; Gerosa, Marco Aurélio	B3	Simpósio Brasileiro de Qualidade de Software
trabalhoCompletoEmCongresso	Reginaldo Ré	2012	http://dx.doi.org/10.1109/ICGSEW.2012.9	An Extensible Service for Experts Recommendation on Distributed Software Development Projects	2012 Seventh IEEE International Conference on Global Software Engineering Workshop (ICGSEW)	SILVA, José Teodoro ; GEROSA, Marco Aurelio ; WIESE, Igor Scaliante ; RÉ, Reginaldo ; STEINMACHER, I.	B2	IEEE International Conference on Global Software Engineering
trabalhoCompletoEmCongresso	Rodrigo Campiolo	2014		Estudo e análise de vulnerabilidades web	WTICG - Workshop de Trabalhos de Iniciação Científica e de Graduação	MONTEVERDE, W. A. ; CAMPIOLO, Rodrigo	Qualis nao identificado	WTICG - Workshop de Trabalhos de Iniciação Científica e de Graduação
trabalhoCompletoEmCongresso	Rodrigo Campiolo	2013		Detecção de alertas de segurança em redes de computadores usando redes sociais	Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC)	SANTOS, L. A. F. ; CAMPIOLO, Rodrigo ; GEROSA, M. A. ; BATISTA, D. M.	B2	Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos
trabalhoCompletoEmCongresso	Rodrigo Campiolo	2012	http://dx.doi.org/10.1109/SBSC.2012.10	Analysis of Security Messages Posted on Twitter	2012 Brazilian Symposium on Collaborative Systems (SBSC)	SANTOS, L. A. F. ; CAMPIOLO, Rodrigo ; GEROSA, M. A. ; BATISTA, D. M.	B4	SBSC
resumoExpandidoEmCongresso	Rodrigo Campiolo	2014	Uma arquitetura autonômica para detecção e reação a ameaças de segurança em redes de computadores	SBRC 2014, 2014, Florianópolis. Anais do 4o Workshop em Sistemas Distribuídos Autonômicos	SANTOS, L. A. F. ; CAMPIOLO, R. ; BATISTA, D. M.	Qualis nao identificado	SBRC 2014, 2014, Florianópolis. Anais do 4o Workshop em Sistemas Distribuídos Autonômicos
resumoExpandidoEmCongresso	Rodrigo Campiolo	2013	Evaluating the utilization of Twitter messages as a source of security alerts	the 28th Annual ACM Symposium, 2013	CAMPIOLO, Rodrigo ; SANTOS, L. A. F. ; BATISTA, D. M. ; GEROSA, M. A.	Qualis nao identificado	the 28th Annual ACM Symposium, 2013
resumoExpandidoEmCongresso	Rodrigo Campiolo	2013	Levantamento e Análise das Redes Sem Fio IEEE 802.11 b/g/n em Campo Mourão	Computer on the Beach, 2013, Florianópolis. Anais do Computer on the Beach (2013)	OLIVEIRA, G. ; MONTE-ALTO, E. L. C. ; SILVA, G. B. ; CAMPIOLO, Rodrigo	Qualis nao identificado	Computer on the Beach, 2013, Florianópolis. Anais do Computer on the Beach (2013)
trabalhoCompletoEmCongresso	Rodrigo Hübner	2014		Indirect Branch Emulation Techniques in Virtual Machines	International Conference of the Chilean Computer Science Society	FOLEISS, J. H. ; HÜBNER, R. ; GONCALVES, R. A. ; SILVA F., A	B3	
trabalhoCompletoEmCongresso	Rodrigo Hübner	2014		Development and Evaluation of PLH-Env: a Implicit Parallel Execution Environment	XXXIII International Conference of the Chilean Computer Science Society	HUBNER, R. ; FOLEISS, J. H. ; Gonçalves, R. A. ; SILVA, A. F.	B3	International Conference of the Chilean Computer Science Society
trabalhoCompletoEmCongresso	Rodrigo Hübner	2012		The UNB-RISC16 Object File Format	XXXI International Conference of the Chilean Computer Science Society	D'AMATO, A. ; FOLEISS, J. H. ; RUIZ, L. B. ; COSTA, J. C. ; SILVA F., A ; HÜBNER, R.	B3	International Conference of the Chilean Computer Science Society
trabalhoCompletoEmCongresso	Rodrigo Hübner	2012		Maximizando os Recursos Computacionais com um Ambiente de Execução Baseado Estritamente em Tarefas	XI Workshop em Desempenho de Sistemas Computacionais e de Comunicação	HUBNER, R. ; FOLEISS, J. H. ; DAMATO, A. L. T. ; SILVA, A. F.	B5	Workshop em Desempenho de Sistemas Computacionais e de Comunicação
trabalhoCompletoEmCongresso	Rodrigo Hübner	2012		Experiências com o Uso de Ferramentas Gratuitas no Ensino de Hardware	Workshop sobre Educação em Arquitetura de Computadores	HÜBNER, R. ; GONCALVES, R. A. ; MENOTTI, R.	B5	
resumoExpandidoEmCongresso	Rodrigo Hübner	2014	Uma Alternativa Robusta, Rápida e Gratuíta para Pesquisadores que Utilizam MATLAB	IV Ciclo de Palestras: Perspectivas Matemáticas, 2014, Campo Mourão. Ciclo de Palestras: Perspectivas Matemáticas	SILVA, W. M. ; ROSSINI, F. L. ; LOBEIRO, A. M. ; FOLEISS, J. H. ; HÜBNER, R.	Qualis nao identificado	IV Ciclo de Palestras: Perspectivas Matemáticas, 2014, Campo Mourão. Ciclo de Palestras: Perspectivas Matemáticas
resumoExpandidoEmCongresso	Rodrigo Hübner	2014	Desenvolvimento e Avaliação de Equação Diferencial Ordinária Não-Linear na Linguagem de Programação Julia	IV Ciclo de Palestras: Perspectivas Matemáticas, 2014, Campo Mourão. Ciclo de Palestras: Perspectivas Matemáticas	QUEIROZ FILHO, J. M. ; MORAIS, V. R. ; SILVA, W. M. ; LOBEIRO, A. M. ; HÜBNER, R.	Qualis nao identificado	IV Ciclo de Palestras: Perspectivas Matemáticas, 2014, Campo Mourão. Ciclo de Palestras: Perspectivas Matemáticas
resumoExpandidoEmCongresso	Rodrigo Hübner	2014	Análise de Carga em um Circuito Elétrico Passivo com Topologia Paralela por meio do Método de Diferenças Finitas	IV Ciclo de Palestras: Perspectivas Matemáticas, 2014, Campo Mourão. Ciclo de Palestras: Perspectivas Matemáticas	ROSSINI, F. L. ; LOBEIRO, A. M. ; COLUCCI, V. ; SILVA, E. M. ; HÜBNER, R. ; FOLEISS, J. H.	Qualis nao identificado	IV Ciclo de Palestras: Perspectivas Matemáticas, 2014, Campo Mourão. Ciclo de Palestras: Perspectivas Matemáticas
trabalhoCompletoEmCongresso	Rogério Aparecido Gonçalves	2014		Uma Visão Geral sobre Ferramentas de Paralelização Automática de Código	XV Simpósio em Sistemas Computacionais de Alto Desempenho - WSCAD 2014	GONÇALVES, R. A. ; STRINGHINI, D. ; GOLDMAN, A.	B4	Simpósio em Sistemas Computacionais
trabalhoCompletoEmCongresso	Rogério Aparecido Gonçalves	2014		Development and Evaluation of PLH-Env: a Implicit Parallel Execution Environment	XXXIII International Conference of the Chilean Society of Computer Science (SCCC 2014). Jornadas Chilenas de Computación 2014	HÜBNER, R. ; FOLEISS, J. H. ; GONÇALVES, R. A. ; SILVA, A. F.	B3	SCCC
trabalhoCompletoEmCongresso	Rogério Aparecido Gonçalves	2014		Efficient Instrumentation Profiling Strategy for Translation Unit Incremental Discovery in Dynamic Binary Translation	XXXIII International Conference of the Chilean Society of Computer Science (SCCC 2014). Jornadas Chilenas de Computación 2014	FOLEISS, J. H. ; SILVA, A. F. ; HÜBNER, R. ; GONÇALVES, R. A.	B3	SCCC
trabalhoCompletoEmCongresso	Rogério Aparecido Gonçalves	2013		Towards a Game Design Patterns Suggestion Tool: The documentation of a computerized textual analysis experiment	XII Simpósio Brasileiro de Jogos e Entretenimento Digital (SBGames 2013) (realizado em conjunto com o ICEC 2013)	ALMEIDA, Marcos Silvano ; VALENTIN, Lucio Geronimo ; GONÇALVES, R. A. ; CORREA DA SILVA, F. S.	B4	Simpósio Brasileiro de Jogos e Entretenimento Digital
trabalhoCompletoEmCongresso	Rogério Aparecido Gonçalves	2013		Paralelização em GPU de Aplicação para Genoma	Workshop de Iniciação Científica (WSCAD-WIC) realizado em conjunto com o Simpósio em Sistemas Computacionais (WSCAD-SSC)	QUEIROZ JUNIOR, N. L. ; GONÇALVES, R. A. ; FLORES, Franklin César ; SHISHIDO, H. Y. ; GONÇALVES, Ronaldo Augusto de Lara	B4	Simpósio em Sistemas Computacionais
trabalhoCompletoEmCongresso	Rogério Aparecido Gonçalves	2012		Experiências com o Uso de Ferramentas Gratuitas no Ensino de Hardware	Workshop sobre Educação em Arquitetura de Computadores (WEAC 2012)	HÜBNER, R. ; GONÇALVES, R. A. ; MENOTTI, R.	B5	Workshop sobre Educação em Arquitetura de Computadores
artigoEmPeriodico	Everton Fernando Barros	2012		Aplicação de algoritmos de aprendizagem de máquina para mineração de dados sobre beneficiários de planos de saúde suplementar	Journal of Health Informatics	MARINS, O. L. F. ; BARROS, E. F. ; Romão, W. ; Constantino, Ademir A. ; Souza, Celso L.	B5	
trabalhoCompletoEmCongresso	Vidal Daniel da Fontoura	2013		Uma abordagem para classificação de construção de software utilizando redes de comunicação e cooperação	Workshop de Manutenção de Software Moderna/Simpósio Brasileiro de Qualidade de Software	FONTOURA, VIdal Daniel ; WIESE, Igor Scaliante ; STEINMACHER, IGOR ; RÉ, Reginaldo ; SILVA, José Teodoro ; Gerosa, Marco Aurélio	B3	Simpósio Brasileiro de Qualidade de Software
